Title,Link,Publish_date,Description,classification
The year of the IPO: Israeli Public Offering,https://www.iangels.com/2015/03/the-year-of-the-ipo-israeli-public-offering/,"Thu, 05 Mar 2015 19:21:10 +0000","Israeli entrepreneurs have traditionally preferred smaller, quicker exits over the complex, arduous alternative of building large multinational corporations. The handful of Israeli companies that IPO each year are the exception, not the rule. Yet in 2014, we witnessed two significant developments; decreasing M&A volume, and increasing IPO volume. Will this trend continue in 2015?   […]",Merge & Aquistion
iAngels Cobbles Small Investments Into Successful Ventures In Israel’s Startup World,https://www.iangels.com/2015/03/iangels-cobbles-small-investments-into-successful-ventures-in-israels-startup-world/,"Thu, 05 Mar 2015 14:39:14 +0000","Mor Assia (33) and Shelly Hod Moyal (31) own iAngels, a successful start-up company which, in its first year, has enlisted 400 investment angels from around the world, who completed investment in 15 Israeli start-ups—a remarkable achievement. Click here for the full article",fund
The Evolution of Crowdfunding – Part 1,https://www.iangels.com/2015/03/the-evolution-of-crowdfunding-part-1/,"Mon, 02 Mar 2015 14:01:47 +0000","The digital universe is disrupting every aspect of our lives, changing the way we shop, interact with friends and family, operate our businesses and lately, even the way that we invest. The rise of the internet, as well as the popularity of social networking and efficiency of big data analytics, is enabling the digitalization of […]",fund
"Meet The Angels – 
David Assia",https://www.iangels.com/2015/02/meet-the-angels-david-assia/,"Wed, 25 Feb 2015 13:16:40 +0000","Welcome to the first installment of a series of blogs titled “Meet The Angels” in which we will be profiling our lead angels.  To start us off, we are proud to introduce the Chairman of iAngels,  David Assia. David Assia is a well-known figure in the Israeli tech scene. A pioneer of the local high […]",other
Where ‘Lean In’ meets ‘Startup Nation’,https://www.iangels.com/2015/02/where-lean-in-meets-startup-nation/,"Mon, 23 Feb 2015 14:43:49 +0000","Mor Assia and Shelly Hod-Moyal are among a handful of female VCs in Israel. Their mission? To make angel investing more accessible through crowdfunding. It’s a paradox. In most Western nations women have caught up with and surpassed men in most professions, including medicine and law. But when it comes to the hi-tech sector, the […]",fund
MyRoll launches a smart Gallery Doctor app to free your phone from bad photos,https://www.iangels.com/2015/02/myroll-launches-a-smart-gallery-doctor-app-to-free-your-phone-from-bad-photos/,"Thu, 12 Feb 2015 15:37:36 +0000","Are you a growth marketer? Do you want to know what it takes to be one? Join us at GrowthBeat, on August 17-18 in San Francisco. Thought-leaders from the biggest brands and most disruptive companies will share winning growth strategies on the most pressing challenges marketing leaders face today. Israeli photo-management startup MyRoll is launching […]",other
"How Askem Strengthens Brand Leadership – An Interview With Itai Herman, CEO and Co Founder at Askem",https://www.iangels.com/2015/02/how-askem-strengthens-brand-leadership-an/,"Thu, 05 Feb 2015 20:22:00 +0000","Askem is the first hybrid research and engagement platform that allows brand, organizations and researchers to acquire qualitative AND quantitative data simultaneously. Their cutting-edge, patent-pending technology is able to surgically target and engage even complex and hard to target audiences in masses.   Read below to hear the story of the company from its CEO […]",Merge & Aquistion
Is Angel Investing Right For You?,https://www.iangels.com/2015/02/is-angel-investing-right-for-you/,"Tue, 03 Feb 2015 10:09:00 +0000","Everyone knows that angel investing is risky, but the mind-boggling returns continue to attract new investors hoping to cash in on the next big thing. It takes a certain personality type to embrace the rollercoaster ride that is angel investing. These investors are realists, fully understanding the slim odds of success, yet at the same […]",fund
The Future of Drippler: Interview with Drippler CEO and Co Founder Matan Talmi,https://www.iangels.com/2015/01/the-future-of-drippler-interview-with-drippler/,"Thu, 22 Jan 2015 15:48:00 +0000","What drove you to create Drippler? My co founders and I were always tech guys, and as new gadgets have become something that everyone gets excited about today, not just techies, we found ourselves being approached constantly by family and friends with questions regarding tech.  Questions such as: “Show me how to use this feature”, […]",other
Procrastinate Much? 24me’s New Procrastination Fighter Feature Might be of Use,https://www.iangels.com/2015/01/procrastinate-much-24mes-new-procrastination-fighter-feature-might-be-of-use/,"Mon, 12 Jan 2015 15:40:42 +0000","24me, the well-regarded, award-winning personal assistant utility, recently received an update that adds a Procrastination Fighter tool: a smart algorithm that studies the user’s traits and helps find times in which overdue tasks might be performed. Click here for the full article",other
Nanorep for Magento: automated customer self-service & FAQs,https://www.iangels.com/2015/01/nanorep-for-magento-automated-customer-self-service-faqs/,"Sat, 10 Jan 2015 15:51:39 +0000","We recently met with the folk from Nanorep, an impressive online customer service hosted software application with a well-crafted Magento extension. Nanorep is a “self-aware support system” that is capable of learning the answers to repetitive questions and updating its knowledge base software in real time. This innovative & automated software approach to self-service can […]",other
Moshe Leichtman discussed the biggest problem of Israeli High Tech (Hebrew),https://www.iangels.com/2015/01/moshe-leichtman-discussed-the-biggest-problem-of-israeli-high-tech-hebrew/,"Sat, 10 Jan 2015 15:42:18 +0000",Click here for the full article (Hebrew),other
24me iPhone App Update to v3 for iOS 8: Now Features NC Widgets and Rich Notes,https://www.iangels.com/2015/01/24me-iphone-app-update-to-v3-for-ios-8-now-features-nc-widgets-and-rich-notes/,"Sat, 10 Jan 2015 15:38:45 +0000","24me is an all-in-one sort of a smart assistant app for the iPhone. We briefly covered it when we were talking about smart assistants for the iPhone but obviously, that does not do justice to this amazing iOS app. Click here for the full article",other
WebyClip Named One of Israel’s Most Innovative Companies of 2015,https://www.iangels.com/2015/01/webyclip-named-one-of-israels-most-innovative-companies-of-2015/,"Sat, 10 Jan 2015 15:26:40 +0000","From barin imaging technology to the whatsapp for businesses, the companies born in israel that are changing how we interact with the world. Click here for the full article",other
"RECOMMENDED : Artbit, a Smart Application For All The Art Lovers",https://www.iangels.com/2015/01/recommended-artbit-a-smart-application-for-all-the-art-lovers/,"Fri, 09 Jan 2015 15:43:04 +0000","Here it is, my first post in 2015. I just came back from two amazing weeks abroad, and feel more determined and motivated than ever to start another year of blogging, sharing with you my love for art. Traveling around, and hearing so much positive things about The Bubblist filled me with joy, I’m lucky […]",other
This is what the Israeli High Tech executives are going to accomplish in 2015 (Hebrew),https://www.iangels.com/2015/01/this-is-what-the-israeli-high-tech-executives-are-going-to-accomplish-in-2015-hebrew/,"Fri, 09 Jan 2015 14:46:42 +0000",Click here for the full article (Hebrew),other
DBmaestro Integrates With IBM’s UrbanCode Deploy,https://www.iangels.com/2015/01/dbmaestro-integrates-with-ibms-urbancode-deploy/,"Thu, 08 Jan 2015 15:44:48 +0000","DBmaestro (www.DBmaestro.com), the pioneer and leading provider of DevOps for Database solutions, today announced the integration of IBM UrbanCode Deploy and DBmaestro’s technologies to bring continuous delivery to the database via enforced change management. This new integration and joint initiative brings together technologies to help clients achieve automation across the entire release management process With […]",other
"E-Commerce video company, WebyClip, raises $4.2m",https://www.iangels.com/2015/01/e-commerce-video-company-webyclip-raises-4-2m/,"Mon, 05 Jan 2015 15:47:12 +0000","Israeli startup WebyClip, which is developing technology to match video clips with products, raised $4.2 million from existing investors Magma Venture Partners, Vertex, Yaron Carni’s Maverick Ventures, and angel investor Amit Gilon, bringing the company’s total funds raised to $5 million. The company said that the funds will be used to expand the company’s development […]",fund
24me’s smart assistant is now officially available on Android,https://www.iangels.com/2014/12/24mes-smart-assistant-is-now-officially-available-on-android/,"Fri, 12 Dec 2014 15:48:51 +0000","24me‘s smart assistant that helps users remember to pay bills, send birthday cards and make important calls may well have been available to iOS users for nearly two years, but Android owners have been left out in the cold until today’s official launch of the app for Android devices. Click here for the full article",other
Forbes: 7 Great Apps To Simplify Your Life,https://www.iangels.com/2014/12/forbes-7-great-apps-to-simplify-your-life/,"Tue, 09 Dec 2014 15:50:13 +0000","These days, there’s an app for pretty much everything. You can go grocery shopping, cash a check, or get your dry cleaning picked up without having to get up from your comfortable chair—all for a price, of course. With thousands of time saving applications available in the App Store, there are many ways to make […]",other
iAngels: How $5K Gets You Into Israel’s Hottest Startups,https://www.iangels.com/2014/12/iangels-how-5k-gets-you-into-israels-hottest/,"Sun, 07 Dec 2014 21:45:00 +0000","Mor Assia,  Founding Partner of iAngels explains on Bloomberg TV about the powerful new way to invest in Israeli Startups. Starting at $5K, you can now invest alongside the professionals, who are the most active and high performing investors in the Industry. Coming in under the exact same terms, at a capacity that is right […]",fund
DevOps Provider DBmaestro Announces Open API,https://www.iangels.com/2014/12/devops-provider-dbmaestro-announces-open-api/,"Tue, 02 Dec 2014 15:53:21 +0000","DBmaestro, a provider of DevOps for database solutions, has announced the availability of an open application programming interface (API), enabling customers and developers to connect to any release management system and continuous delivery product. According to the vendor, DBmaestro TeamWork will now automate and integrate with IBM, Microsoft, CA and others, allowing any release management […]",other
Mor Assia on Bloomberg TV tell you how invest into Israel’s hottest startups.,https://www.iangels.com/2014/12/mor-assia-on-bloomberg-tv-tell-you-how-invest-into-israels-hottest-startups/,"Tue, 02 Dec 2014 14:49:22 +0000","Dec. 2 (Bloomberg) — Mor Assia, founding partner at IAngels, talks with Elliott Gotkine about the crowd funding angel investing program that gets investors into Israel’s hottest startups for $5,000. She speaks on “The Pulse”. Click here for the full article",fund
Jerusalem Post Magazine: The ‘Start-up Nation’ at the digital docklands,https://www.iangels.com/2014/11/jerusalem-post-magazine-the-start-up-nation-at-the-digital-docklands/,"Fri, 21 Nov 2014 14:54:05 +0000","Twenty-two thousand people from over 100 countries,2,000 start-ups, 700 investors: this was the Dublin Web Summit – a massive global gathering of some of the biggest names in technology and innovation. Founded on the belief that tech conferences can be fun, the Web Summit – organized by a generation that grew up on music festivals […]",fund
Interview with Mor Assia and Shelly Hod Moyal at the Web Summit 2014 in Dublin,https://www.iangels.com/2014/11/interview-with-mor-assia-and-shelly-hod-moyal-at-the-web-summit-2014-in-dublin/,"Fri, 21 Nov 2014 14:52:12 +0000",Click here for the full article,other
Startup Nation Fundingscape,https://www.iangels.com/2014/11/startup-nation-fundingscape/,"Tue, 11 Nov 2014 21:59:00 +0000","For a while now, we felt it’s about time someone mapped out the funding landscape in Israel. At iAngels, we took it upon ourselves to categorize the key investors so that each aspiring entrepreneur and investor can easily find their way in the Israeli high-tech ecosystem   The entrepreneur’s funding compass: I have an idea […]",fund
DBmaestro Releases TeamWork V. 4.5 with Support for SQL Server,https://www.iangels.com/2014/11/dbmaestro-releases-teamwork-v-4-5-with-support-for-sql-server/,"Tue, 11 Nov 2014 15:54:17 +0000","DBmaestro, a provider of DevOps for database solutions, has introduced TeamWork 4.5, which adds impact analysis for database deployment with SQL Server, providing end-to-end continuous delivery to SQL Server, in addition to existing support for Oracle databases. When groups of business professionals all work on the same database there is the possibility of the data […]",other
Minding the Gap Between U.S. and Israeli Valuations,https://www.iangels.com/2014/10/minding-the-gap-between-u-s-and-israeli/,"Sun, 26 Oct 2014 17:47:00 +0000","Sit down with any entrepreneur or investor in the world and the topic of valuation is sure to pop up. And who can blame them? It’s a lightning rod topic that can make or break a startup, regardless of which tech hub you call home. According to 2010-2014 data on AngelList, the average angel valuation for Silicon […]",fund
Hello Doctor can now auto-import medical records from half of U.S. hospitals,https://www.iangels.com/2014/10/hello-doctor-can-now-auto-import-medical-records-from-half-of-u-s-hospitals/,"Mon, 13 Oct 2014 15:56:29 +0000","Hello Doctor, the startup that wants to take cabinets of dusty medical records into the digital age, updated its app Monday so patients can import medical records automatically from more than half of the country’s hospitals and clinics. Furthermore, the HealthKit-compatible app will also be able to import and synthesize blood pressure readings. Click here […]",other
Hello Doctor gets $700K for its personal medical records app,https://www.iangels.com/2014/10/hello-doctor-gets-700k-for-its-personal-medical-records-app/,"Mon, 13 Oct 2014 15:55:32 +0000","Are you a growth marketer? Do you want to know what it takes to be one? Join us at GrowthBeat, on August 17-18 in San Francisco. Thought-leaders from the biggest brands and most disruptive companies will share winning growth strategies on the most pressing challenges marketing leaders face today. Interoperability among the electronic health records […]",other
Tips for the beginner Angel investor – 8 things you need to know when investing in start-up companies,https://www.iangels.com/2014/09/tips-for-the-beginner-angel-investor-8-things/,"Thu, 11 Sep 2014 12:14:00 +0000","There are significant differences between investing in start-up companies and investing in publicly traded stocks or real estate assets. The most important difference is that investing in start-ups entails a greater risk of losing the entire investment. None the less, in an Exit event (company acquisition or IPO), such an investment can provide unprecedented returns. […]",fund
iAngels Economica With Yaakov Eilon (Hebrew – Channel 9),https://www.iangels.com/2014/09/iangels-economica-with-yaakov-eilon-hebrew-channel-9/,"Wed, 10 Sep 2014 15:06:32 +0000",Click here for the full article,other
Israel’s Top 20 Capital Efficient Exits Over the Last 3 Years,https://www.iangels.com/2014/09/israels-top-20-capital-efficient-exits-over-the/,"Mon, 08 Sep 2014 12:52:00 +0000","There has been a lot of buzz recently around Unicorns (companies valued at $1 billion or over) and, while it is true that historically, Israel has created fewer unicorn investments than the US, we wanted to highlight Israel’s strong history of consistently producing smaller startup companies that have provided quick and highly profitable exits – […]",fund
iAngels: 8 Tips for Angel Investing (Hebrew),https://www.iangels.com/2014/08/iangels-8-tips-for-angel-investing-hebrew/,"Thu, 28 Aug 2014 15:09:26 +0000",Click here for the full article (Hebrew),other
Shelly Hod Moyal: Minding the Gap Between U.S. and Israeli Valuations,https://www.iangels.com/2014/08/shelly-hod-moyal-minding-the-gap-between-u-s-and-israeli-valuations/,"Thu, 28 Aug 2014 15:07:45 +0000","Sit down with any entrepreneur or investor in the world and the topic of valuation is sure to pop up in the first five minutes. And who can blame them? It’s a lightning rod topic that can make or break a startup, regardless of which tech hub you call home. According to 2010-2014 data on […]",fund
Angels reap high returns from start-ups,https://www.iangels.com/2014/08/angels-reap-high-returns-from-start-ups/,"Tue, 26 Aug 2014 15:10:59 +0000",Private investors were exclusively involved in 45% of the 20 most profitable exits in the past 3 years. Venture capital funds are usually accorded considerable respect in Israeli high tech; they are the ones who invest the money that is supposed to keep the industry going and make Israel the startup nation. On the other […],fund
The Angels Fly High (Hebrew),https://www.iangels.com/2014/08/the-angels-fly-high-hebrew/,"Thu, 21 Aug 2014 15:12:24 +0000",Click here for the full article (Hebrew),other
MyRoll brings brains to smartphone photo albums,https://www.iangels.com/2014/07/myroll-brings-brains-to-smartphone-photo-albums/,"Thu, 17 Jul 2014 16:00:27 +0000","We often drown in a sea of our own smartphone photos. Just take a look at the staggering statistics from photo-loving social networks. Snapchat sees more than 700 million snaps sent on its ephemeral messaging network a day — and that metric was earlier this year, before it introduced real-time communication. That’s not to mention […]",other
"Photo App Flayvr Rebrands As MyRoll, Aiming To Become Your Default Mobile Gallery",https://www.iangels.com/2014/07/photo-app-flayvr-rebrands-as-myroll-aiming-to-become-your-default-mobile-gallery/,"Thu, 17 Jul 2014 15:59:23 +0000","Three months after taking on a new $2 million round of funding, the Tel Aviv-based startup known for the Flayvr photo album app is undergoing some big changes. Today the company is officially rebranding as MyRoll, and launching updated versions of its apps for Android and iOS that aim to be the go-to replacement for […]",fund
MyRoll Is A Beautiful Way To Organize Your Phone’s Photos That Intelligently Learns Which Moments Matter Most,https://www.iangels.com/2014/07/myroll-is-a-beautiful-way-to-organize-your-phones-photos-that-intelligently-learns-which-moments-matter-most/,"Thu, 17 Jul 2014 15:57:56 +0000","People take more photos than ever with their phone, and the result is often a long grid of photos that’s tough to search through. MyRoll looks to replace this photo stream with a more organized gallery that sections your photos naturally into moments. The genius of MyRoll, however, happens under the hood, where a robust […]",other
Reflecting on Israel’s Strength at this time of uncertainty,https://www.iangels.com/2014/07/reflecting-on-israels-strength-at-this-time-of/,"Tue, 15 Jul 2014 12:43:00 +0000","This past week in Israel has been kind of crazy. When sirens are going off at midday or in the evening, we grab the kids and run down to the shelter. After a couple minutes, we can hear the big booms of the Iron Domb shooting down the missiles over our heads. It is bizarre […]",other
Lady Globes (Hebrew),https://www.iangels.com/2014/07/lady-globes-hebrew/,"Tue, 01 Jul 2014 15:13:29 +0000",Click here for the full article (Hebrew),other
25 Hot Israeli Tech Startups,https://www.iangels.com/2014/06/25-hot-israeli-tech-startups/,"Sun, 29 Jun 2014 16:02:44 +0000","Israel’s dynamic tech startup scene is no secret. The country has been called the “start-up nation” for years and, today, only the U.S. and China have more companies listed on the NASDAQ than Israel’s 90 – worth a total of $40 billion. Innovation continues and a new crop of Israeli tech startups are on their […]",other
iAngels featuring the crowdfunding panel (Hebrew),https://www.iangels.com/2014/06/iangels-featuring-the-crowdfunding-panel-hebrew/,"Tue, 24 Jun 2014 15:15:04 +0000",Click here for the full article (Hebrew),other
Personal assistant app 24me for iOS adds ‘smart alerts’ so you never miss an appointment again,https://www.iangels.com/2014/06/personal-assistant-app-24me-for-ios-adds-smart-alerts-so-you-never-miss-an-appointment-again/,"Wed, 18 Jun 2014 16:03:56 +0000","Productivity apps are ten-a-penny (or a dime-a-dozen, if you prefer), but ones that can help you prioritize your life tasks and keep you running on schedule are less commonplace. To that end, 24me, a personal assistant app for iOS devices, has added a new feature today which promises to help users get to appointments on […]",other
Send me an Angel (Hebrew),https://www.iangels.com/2014/06/send-me-an-angel-hebrew/,"Fri, 06 Jun 2014 15:16:10 +0000",Click here for the full article (Hebrew),other
iAngels featured on Layla Calcali (Economic Night) on Channel 10 (Hebrew),https://www.iangels.com/2014/06/iangels-featured-on-layla-calcali-economic-night-on-channel-10-hebrew/,"Wed, 04 Jun 2014 15:18:16 +0000",Click here for the full article (Hebrew),other
How do you like your coffee?,https://www.iangels.com/2014/05/how-do-you-like-your-coffee-askem/,"Fri, 30 May 2014 13:19:00 +0000","I scheduled a personal meeting with Itai Herman, Askem CEO, as Chairman of iAngels in order to evaluate the opportunity for the platform.  Askem is a Q&A application allowing users to generate multiple choice questions to the community and gather responses in a quick, efficient, quantitative way in order to make real life decision. This […]",other
iAngels wants to help you co-invest with ‘the smartest people in the room.’ This room just happens to be in Israel,https://www.iangels.com/2014/05/iangels-wants-to-help-you-co-invest-with-the-smartest-people-in-the-room-this-room-just-happens-to-be-in-israel/,"Wed, 07 May 2014 15:17:13 +0000","Equity investors looking for a path into the burgeoning Israeli tech scene may want to take note of iAngels, a new crowdfunding platform built by a Columbia Business School graduate and a Goldman Sachs veteran. Mor Assia and Shelly Hod Moyal founded the Tel Aviv-based company last year, and their pitch to Americans during a […]",fund
What you need to know about angel investing,https://www.iangels.com/2014/04/what-you-need-to-know-about-angel-investing/,"Mon, 28 Apr 2014 09:55:11 +0000",[slideshare id=34016033&w=500&h=416&style=border:1px solid #CCC; border-width:1px 1px 0; margin-bottom:5px; max-width: 100%;&sc=no] What you need to know about angel investing from iAngels What you need to know about angel investing (Source: http://www.slideshare.net/),fund
Hello Doctor Is An Easy Way To Save Medical Files,https://www.iangels.com/2014/04/hello-doctor-is-an-easy-way-to-save-medical-files/,"Wed, 16 Apr 2014 16:05:07 +0000","Hello Doctor wants to rescue patients and caregivers from the nightmare of having to wrangle piles of medical paperwork. The free app, which won a fall 2013 DEMO God award, just launched on iPhone to complement its existing iPad version. Click here for the full article",other
Flayvr Raises $2 Million To Help Us Make Sense Of Our Growing Photo Collections,https://www.iangels.com/2014/04/flayvr-raises-2-million-to-help-us-make-sense-of-our-growing-photo-collections/,"Wed, 09 Apr 2014 16:07:03 +0000","Before Apple’s iOS 7 update began organizing your photos into “moments” based on time and place, there was Flayvr. The Tel Aviv-based startup has built automatic organization technology which takes your smartphone’s photos and videos and places them into albums that you can quickly share with your friends and social networks. Today, the company has […]",other
iAngels hosts Gigi Levy at Avenue Capital in NY,https://www.iangels.com/2014/04/iangels-hosts-gigi-levy-at-avenue-capital-in-new/,"Wed, 09 Apr 2014 08:35:58 +0000",[youtube http://www.youtube.com/watch?v=EW3fqV0JcyU?feature=oembed&enablejsapi=1&origin=http://safe.txmblr.com&wmode=opaque&w=500&h=281] iAngels hosts Gigi Levy at Avenue Capital in New York (Source: https://www.youtube.com/),other
Israel High Tech is on Fire – You can participate too,https://www.iangels.com/2014/04/israel-high-tech-is-on-fire-you-can-participate/,"Sun, 06 Apr 2014 10:39:00 +0000",[slideshare id=33182652&w=500&h=416&style=border:1px solid #CCC; border-width:1px 1px 0; margin-bottom:5px; max-width: 100%;&sc=no] Israel High Tech is on Fire – You can participate too from iAngels Israel High Tech is on Fire – You can participate too (Source: http://www.slideshare.net/),other
An App to Organize Your Loved Ones Health Records,https://www.iangels.com/2014/03/an-app-to-organize-your-loved-ones-health-records/,"Tue, 25 Mar 2014 16:08:26 +0000",Click here for the full article,other
24me is smarter than your average personal assistant,https://www.iangels.com/2014/03/24me-is-smarter-than-your-average-personal-assistant/,"Sun, 16 Mar 2014 16:11:50 +0000",There are hundreds of getting-things-done (GTD) and organizer apps in the App Store. The problem is finding the right one for you. Everyone manages their time differently. Some work better with very minimalist actions. Others prefer having all the bells and whistles. What about those who sit right in the middle? 24me Smart Personal Assistant […],other
iAngels – A new platform for investment with angel investors (Hebrew),https://www.iangels.com/2014/02/iangels-a-new-platform-for-investment-with-angel-investors-hebrew/,"Thu, 13 Feb 2014 15:20:39 +0000",Click here for the full article (Hebrew),other
iAngels allows small start-up investments,https://www.iangels.com/2014/02/iangels-allows-small-start-up-investments/,"Thu, 13 Feb 2014 15:19:41 +0000","Leading private investors help iAngels pick the potential start-ups for investment. A new Israeli company is seeking to create innovation in the crowdfunding venture capital sector by offering a model for investing small amounts in start-ups while still relying on experts. iAngels enables ordinary people to invest small amounts as part of a larger group, […]",fund
Q&A app Askem raises $1.3m,https://www.iangels.com/2014/02/qa-app-askem-raises-1-3m/,"Wed, 12 Feb 2014 16:13:02 +0000","Question and answer app Askem has raised $1.3 million, six months after its launch. Private investor Tal Barnoach, who previously invested in the company’s seed round, led the round, and was joined by Microsoft Ventures. Askem, which has over 360,000 users, 92% of whom are in the US, says, “Microsoft’s investment will undoubtedly continue to […]",fund
Microsoft Ventures Invests in Askem to Help You “Question Everything”,https://www.iangels.com/2014/02/microsoft-ventures-invests-in-askem-to-help-you-question-everything/,"Tue, 11 Feb 2014 16:14:02 +0000","It’s only natural to seek validation from your friends, whether it’s about your new glasses, what movie to see or which car to purchase. Asking your friends on social media is convenient. However, this often elicits vague answers which aren’t helpful. Itai Herman, CEO, and Zeev Rubinstein, CTO, Yoni Hemi, VP of Product and Tomer […]",other
Tal Barnoach about Israeli startups (Hebrew),https://www.iangels.com/2013/12/tal-barnoach-about-israeli-startups-hebrew/,"Mon, 30 Dec 2013 16:15:18 +0000",Click here for the full article (Hebrew),other
Forbes: 24me Adds A Predictive Calendar To Their Digital Personal Assistant Mobile App,https://www.iangels.com/2013/11/forbes-24me-adds-a-predictive-calendar-to-their-digital-personal-assistant-mobile-app/,"Fri, 15 Nov 2013 16:16:22 +0000","After a successful first year that has seen hundreds of thousands of users download and use their personal assistant application on iOS, 24me has released the second version of their ‘personal assistant’ app for iOS devices. New to the app is a predictive calendar function allowing users to see the day ahead and to have […]",other
"Askem Gets You the Answers You Need, Fast",https://www.iangels.com/2013/05/askem-gets-you-the-answers-you-need-fast/,"Sat, 25 May 2013 16:17:27 +0000","Name: Askem The Pitch: Askem aims to simplify your decision-making process. Why It’s Taking Off: Askem lets you share your questions online and create up to five different text responses to choose from, so you can cut through the digital noise and get the answers you need instantly. Click here for the full article",other
Meet three startups that participated in Microsoft’s Azure-focused Israeli accelerator,https://www.iangels.com/2013/05/meet-three-startups-that-participated-in-microsofts-azure-focused-israeli-accelerator/,"Sun, 19 May 2013 16:19:02 +0000","TNW recently met with three companies from Microsoft’s Azure-focused accelerator in Israel in San Francisco. For an inside look at the program, we went there last year and took pictures. Innovation is not partial to Silicon Valley, and Israel is a rising star in the technology world. Before we get to the companies themselves, a […]",other
